"lat" "lng" "bearing" "speed" "user_id" "time" "wday" "got_wifi" "time_to_wifi"
"2486" 40.3442 -74.6571 48 0.7506 6 77910.7909998894 5 TRUE 30
"2487" 40.3448 -74.6568 342 0.3753 6 77977.2409999371 5 TRUE 0
"2496" 40.344 -74.6598 0 0 2 82322.1760001183 5 TRUE 20
"2501" 40.3426 -74.661 10 1.251 2 83908.1549999714 5 TRUE 0
"2505" 40.3477 -74.6544 65 0 2 61352.7509999275 4 TRUE 180
"2512" 40.35 -74.652 354.35 1.6875 3 49783.9260001183 3 TRUE 0
"2515" 40.3487 -74.6529 0 0.125 3 63949.8329999447 3 TRUE 0
"2518" 40.3446 -74.6559 120 0.2502 6 75448.1719999313 5 TRUE 0
"2519" 40.3449 -74.6549 77 1.5012 6 75532.7990000248 5 TRUE 30
"2520" 40.3441 -74.6555 203 1.0008 6 75909.9030001163 5 TRUE 15
"2521" 40.3438 -74.6575 271 1.31355 6 76072.2260000706 5 TRUE 60
"2522" 40.3434 -74.6598 190 1.1259 6 76284.7049999237 5 TRUE 45
"2523" 40.3427 -74.661 243 0.6255 6 76375.1089999676 5 TRUE 15
"2524" 40.3428 -74.6606 42 0.8757 6 76584.4820001125 5 TRUE 15
"2525" 40.3435 -74.6599 196 1.06335 6 77182.5610001087 5 TRUE 45
"2526" 40.3427 -74.661 180 0.2502 6 77306.3190000057 5 TRUE 15
"2527" 40.3438 -74.6596 346 0.8757 6 77634.3010001183 5 TRUE 15
"2528" 40.3439 -74.6593 104 1.5012 6 77677.2030000687 5 TRUE 0
"2529" 40.3438 -74.6579 136 0.2502 6 77796.8759999275 5 TRUE 135
"2530" 40.3457 -74.6558 61 1.8765 6 78084.3959999084 5 TRUE 0
"2546" 40.3439 -74.6573 323 0.68805 2 83439.6900000572 5 TRUE 90
"2550" 40.3476 -74.6544 284 0 2 61655.25 4 TRUE 0
"2555" 40.3501 -74.652 67.63 0.875 3 63240.9500000477 3 TRUE 0
"2557" 40.3445 -74.6562 50 1.1259 6 75411.8840000629 5 TRUE 0
"2558" 40.3438 -74.6574 269 0.8757 6 76059.361000061 5 TRUE 75
"2559" 40.3438 -74.6587 329 0.68805 6 76162.7039999962 5 TRUE 15
"2560" 40.3435 -74.6597 171 0.43785 6 76267.6789999008 5 TRUE 60
"2561" 40.3439 -74.6584 313 1.06335 6 77034.7460000515 5 TRUE 0
"2562" 40.3435 -74.6597 135 1.0008 6 77169.2960000038 5 TRUE 60
"2563" 40.3427 -74.6609 173 0.56295 6 77287.367000103 5 TRUE 30
"2564" 40.3424 -74.6611 28 0.5004 6 77436.881000042 5 TRUE 30
"2565" 40.3431 -74.6601 25 0.68805 6 77558.4809999466 5 TRUE 90
"2566" 40.3437 -74.6582 307 0.5004 6 77788.7590000629 5 TRUE 150
"2567" 40.3456 -74.656 316 0.31275 6 78069.0959999561 5 TRUE 0
"2577" 40.3446 -74.6561 138 0.2502 2 82672.4549999237 5 TRUE 10
"2585" 40.3476 -74.6543 224 0 2 61593.0179998875 4 TRUE 0
"2586" 40.3471 -74.6605 282 1.06335 2 63817.4570000172 4 TRUE 0
"2590" 40.3448 -74.6555 69 1.0008 6 75487.3129999638 5 TRUE 75
"2591" 40.3449 -74.6545 80 1.0008 6 75562.2109999657 5 TRUE 0
"2592" 40.3454 -74.6528 120 0.7506 6 75667.3220000267 5 TRUE 0
"2593" 40.3451 -74.6537 204 0.7506 6 75742.2509999275 5 TRUE 0
"2594" 40.3439 -74.6569 348 0.93825 6 76028.1789999008 5 TRUE 105
"2595" 40.3438 -74.6579 308 1.0008 6 76110.7750000954 5 TRUE 30
"2596" 40.3429 -74.6604 228 1.5012 6 76327.2019999027 5 TRUE 0
"2597" 40.3444 -74.658 0 0 6 76855.7030000687 5 TRUE 15
"2598" 40.3439 -74.659 313 1.1259 6 77093.5889999866 5 TRUE 15
"2599" 40.3441 -74.6595 70 1.18845 6 77649.0959999561 5 TRUE 0
"2600" 40.3441 -74.6572 41 0.8757 6 77886.8819999695 5 TRUE 45
"2603" 40.3445 -74.6566 258 1.06335 2 81441.75 5 TRUE 0
"2605" 40.3431 -74.6602 114 1.18845 2 81923.4839999676 5 TRUE 40
"2606" 40.3428 -74.6608 240 1.1259 2 82002.8489999771 5 TRUE 10
"2609" 40.3448 -74.655 219 0.81315 2 83103.0859999657 5 TRUE 10
"2616" 40.3477 -74.6544 65 0 2 61291.4319999218 4 TRUE 0
"2621" 40.3462 -74.6539 280.79 1.625 3 74746.8410000801 3 TRUE 180
"2624" 40.3445 -74.6563 68 1.1259 6 75397.256000042 5 TRUE 15
"2625" 40.3451 -74.6533 70 0.93825 6 75622.5369999409 5 TRUE 0
"2626" 40.345 -74.6544 138 1.251 6 75802.4979999065 5 TRUE 15
"2627" 40.3439 -74.6586 253 0.2502 6 76146.9949998856 5 TRUE 30
"2628" 40.3439 -74.6595 170 0.93825 6 76224.2909998894 5 TRUE 105
"2629" 40.3427 -74.6608 264 0.6255 6 76357.5599999428 5 TRUE 30
"2630" 40.3444 -74.6595 39 1.18845 6 76750.8059999943 5 TRUE 15
"2631" 40.3438 -74.6596 201 1.68885 6 77152.7669999599 5 TRUE 75
"2632" 40.3428 -74.6608 238 1.6263 6 77274.5329999924 5 TRUE 0
"2633" 40.343 -74.6602 74 0.18765 6 77542.2479999065 5 TRUE 105
"2634" 40.3438 -74.6582 142 0.1251 6 77771.7650001049 5 TRUE 165
"2635" 40.344 -74.6576 90 0.56295 6 77846.5329999924 5 TRUE 90
"2636" 40.3445 -74.6567 50 1.251 6 77932.2320001125 5 TRUE 0
"2637" 40.3455 -74.656 347 1.43865 6 78055.1010000706 5 TRUE 0
"2642" 40.343 -74.6607 98 0.81315 2 82192.7209999561 5 TRUE 0
"2649" 40.3439 -74.6572 0 0 2 83431.5920000076 5 TRUE 100
"2650" 40.3439 -74.6575 264 1.17243 2 83470.1670000553 5 TRUE 60
"2651" 40.3439 -74.6591 0 0 2 83600.5950000286 5 TRUE 10
"2656" 40.3495 -74.6567 0 0 2 4533.8180000782 6 TRUE 0
"2660" 40.3497 -74.6535 0.28 1.125 3 41325.0329999924 3 TRUE 120
"2665" 40.3485 -74.6526 82.46 2.75 3 74396.2130000591 3 TRUE 0
"2666" 40.3459 -74.6546 312.23 1 3 74808.8499999046 3 TRUE 120
"2667" 40.3442 -74.6569 49 0.8757 6 75341.3250000477 5 TRUE 45
"2668" 40.3438 -74.6568 279 0.43785 6 76015.1380000114 5 TRUE 120
"2669" 40.343 -74.6604 272 0.93825 6 76314.7990000248 5 TRUE 15
"2670" 40.3424 -74.661 27 1.251 6 76522.4019999504 5 TRUE 45
"2671" 40.3447 -74.6588 131 0.43785 6 76822.2690000534 5 TRUE 0
"2672" 40.3438 -74.6589 267 0.8757 6 77078.9990000725 5 TRUE 30
"2673" 40.3431 -74.6604 190 0.2502 6 77214.2920000553 5 TRUE 15
"2674" 40.3437 -74.6588 69 0.68805 6 77709.7119998932 5 TRUE 225
"2675" 40.3439 -74.6575 39 1.18845 6 77858.4660000801 5 TRUE 75
"2686" 40.3429 -74.6607 260 0.81315 2 83763.9709999561 5 TRUE 0
"2689" 40.3495 -74.6567 0 0 2 4573.83899998665 6 TRUE 0
"2690" 40.3476 -74.6543 293 0.2502 2 61176.1300001144 4 TRUE 0
"2693" 40.3498 -74.652 357.45 0.5625 3 49669.6530001163 3 TRUE 120
"2696" 40.3488 -74.653 0.86 0.5 3 63525.5920000076 3 TRUE 0
"2697" 40.3462 -74.6581 21.75 0.6875 3 75410.5889999866 3 TRUE 0
"2699" 40.344 -74.6579 200 0.06255 6 75216.875 5 TRUE 165
"2700" 40.344 -74.6577 98 0.43785 6 75264.8380000591 5 TRUE 120
"2701" 40.344 -74.6574 62 1.06335 6 75306.885999918 5 TRUE 75
"2702" 40.3446 -74.656 86 0.8757 6 75457.9300000668 5 TRUE 105
"2703" 40.3432 -74.6599 199 0.43785 6 76298.6879999638 5 TRUE 30
"2704" 40.3424 -74.6609 78 0.56295 6 76496.7929999828 5 TRUE 0
"2705" 40.3429 -74.6603 83 1.18845 6 76614.2890000343 5 TRUE 120
"2706" 40.3447 -74.659 169 1.1259 6 76779.9140000343 5 TRUE 0
"2707" 40.3438 -74.6587 237 0.43785 6 77062.2720000744 5 TRUE 0
"2708" 40.3425 -74.6611 49 0.6255 6 77451.875 5 TRUE 15
"2709" 40.3432 -74.6598 15 0.7506 6 77586.878000021 5 TRUE 60
"2710" 40.3438 -74.6579 110 1.8765 6 77811.8989999294 5 TRUE 120
"2711" 40.3449 -74.6568 15 1.56375 6 77964.3559999466 5 TRUE 15
"2712" 40.3462 -74.6558 274 1.68885 6 78144.3099999428 5 TRUE 0
"2716" 40.3433 -74.6599 228 0.6255 2 81880.8770000935 5 TRUE 80
"2727" 40.3482 -74.6551 355.69 1.8125 3 44804.4409999847 3 TRUE 120
"2733" 40.347 -74.6531 254.73 1.625 3 74567.0399999619 3 TRUE 360
"2736" 40.3461 -74.6578 14.15 2 3 75824.6749999523 3 TRUE 0
"2737" 40.3442 -74.6568 59 1.31355 6 75353.378000021 5 TRUE 30
"2738" 40.3447 -74.6557 122 0.68805 6 75474.3180000782 5 TRUE 90
"2739" 40.3448 -74.6546 86 1.56375 6 75547.4830000401 5 TRUE 15
"2740" 40.3452 -74.6531 80 1.251 6 75652.2249999046 5 TRUE 0
"2741" 40.3451 -74.6536 230 1.1259 6 75729.6900000572 5 TRUE 0
"2742" 40.3445 -74.6547 176 1.6263 6 75847.7279999256 5 TRUE 75
"2743" 40.3438 -74.6589 298 0.68805 6 76192.2660000324 5 TRUE 15
"2744" 40.3426 -74.6609 31 0.7506 6 76539.492000103 5 TRUE 30
"2745" 40.3435 -74.6596 117 0.2502 6 76673.1719999313 5 TRUE 60
"2746" 40.3445 -74.6585 150 2.18925 6 76839.5739998817 5 TRUE 30
"2747" 40.343 -74.6605 222 0.7506 6 77227.2100000381 5 TRUE 0
"2748" 40.3426 -74.6615 305 1.0008 6 77412.7850000858 5 TRUE 0
"2749" 40.3428 -74.6608 109 0.31275 6 77482.2119998932 5 TRUE 0
"2750" 40.3439 -74.6574 52 1.251 6 77871.882999897 5 TRUE 60
"2751" 40.345 -74.6563 73 1.43865 6 78009.7769999504 5 TRUE 0
"2752" 40.346 -74.6559 350 0.81315 6 78099.2899999619 5 TRUE 0
"2756" 40.3447 -74.6556 248 0.68805 2 81373.0650000572 5 TRUE 0
"2758" 40.3438 -74.6574 280 0.2502 2 81573.5460000038 5 TRUE 90
"2775" 40.3499 -74.6522 359.86 0.6875 3 63282.0009999275 3 TRUE 0
"2776" 40.3462 -74.6581 80.47 1.0625 3 75472.507999897 3 TRUE 0
"2777" 40.3453 -74.6532 232 0.43785 6 75712.2119998932 5 TRUE 0
"2778" 40.3439 -74.6564 232 0.5004 6 75996.8710000515 5 TRUE 135
"2779" 40.3423 -74.661 158 0.8757 6 76508.6970000267 5 TRUE 60
"2780" 40.3431 -74.6601 61 1.0008 6 76629.8870000839 5 TRUE 105
"2781" 40.3449 -74.6587 235 0.6255 6 76807.2090001106 5 TRUE 0
"2782" 40.3432 -74.66 185 1.251 6 77198.5639998913 5 TRUE 30
"2783" 40.3428 -74.6608 94 1.18845 6 77469.125 5 TRUE 0
"2788" 40.3441 -74.6568 239 0.31275 2 81501.5179998875 5 TRUE 160
"2791" 40.3437 -74.6596 116 0.1251 2 81841.5399999619 5 TRUE 120
"2793" 40.3428 -74.6609 8 1.7514 2 82172.4949998856 5 TRUE 20
"2800" 40.3442 -74.657 195 1.0008 2 83380.0220000744 5 TRUE 150
"2801" 40.3439 -74.6574 223 1.39874 2 83461.2909998894 5 TRUE 70
"2810" 40.3503 -74.6522 332.27 0.8125 3 52448.0260000229 3 TRUE 0
"2815" 40.344 -74.6577 87 0.6255 6 75252.8020000458 5 TRUE 135
"2816" 40.3451 -74.6533 116 0.3753 6 75637.2239999771 5 TRUE 15
"2817" 40.345 -74.6547 351 0.93825 6 75821.5829999447 5 TRUE 0
"2818" 40.3439 -74.6557 284 0.3753 6 75969.9030001163 5 TRUE 0
"2819" 40.3437 -74.6587 12 0.43785 6 76177.2109999657 5 TRUE 0
"2820" 40.3439 -74.6595 310 0.2502 6 76237.4630000591 5 TRUE 90
"2821" 40.3427 -74.6611 276 1.43865 6 76438.3210000992 5 TRUE 0
"2822" 40.3426 -74.6611 211 2.1267 6 77324.3350000381 5 TRUE 0
"2823" 40.3446 -74.6568 345 1.251 6 77948.5390000343 5 TRUE 0
"2824" 40.3463 -74.6557 114 0.81315 6 78129.5629999638 5 TRUE 0
"2833" 40.3427 -74.6609 4 1.68885 2 82162.7569999695 5 TRUE 0
"2843" 40.3495 -74.6567 0 0 2 4493.82100009918 6 TRUE 0
"2846" 40.3488 -74.6552 285.03 0.8125 3 41448.4809999466 3 TRUE 0
"2848" 40.3503 -74.6526 2 0.75 3 49304.5859999657 3 TRUE 60
"2851" 40.35 -74.6518 284.51 0.5 3 52785.3880000114 3 TRUE 0
"2852" 40.3477 -74.6529 13.06 0.0625 3 74508.6700000763 3 TRUE 0
"2854" 40.3454 -74.6531 125 0.43785 6 75697.2019999027 5 TRUE 0
"2855" 40.3447 -74.6547 192 0.6255 6 75834.3880000114 5 TRUE 0
"2856" 40.3438 -74.656 320 0.68805 6 75982.9730000496 5 TRUE 150
"2857" 40.3438 -74.6577 273 1.18845 6 76086.875 5 TRUE 45
"2858" 40.3428 -74.6604 84 1.251 6 76599.1900000572 5 TRUE 0
"2859" 40.3445 -74.6593 234 0.6255 6 76764.7750000954 5 TRUE 0
"2860" 40.3438 -74.6586 300 0.18765 6 77049.118999958 5 TRUE 15
"2861" 40.3425 -74.6616 301 1.18845 6 77355.7409999371 5 TRUE 0
"2862" 40.3432 -74.6599 56 0.81315 6 77573.4830000401 5 TRUE 75
"2863" 40.3438 -74.6591 120 1.251 6 77693.992000103 5 TRUE 0
"2864" 40.347 -74.6609 10 0.56295 2 80018.6500000954 5 TRUE 30
"2868" 40.3445 -74.6563 220 0.6255 2 81423.4900000095 5 TRUE 0
"2869" 40.3441 -74.6568 207 0.56295 2 81493.6749999523 5 TRUE 170
"2871" 40.3423 -74.661 20 0.43785 2 82132.0169999599 5 TRUE 10
"2877" 40.3439 -74.6573 242 0.6255 2 83452.4030001163 5 TRUE 80
"2883" 40.35 -74.6523 62.03 2.125 3 52067.2200000286 3 TRUE 120
"2885" 40.3465 -74.6574 214.32 0.375 3 74990.8010001183 3 TRUE 60
"2886" 40.3452 -74.6537 69 1.1259 6 75594.1210000515 5 TRUE 0
"2887" 40.3451 -74.654 238 1.0008 6 75759.4030001163 5 TRUE 0
"2888" 40.3443 -74.6551 218 0.93825 6 75877.9990000725 5 TRUE 45
"2889" 40.3438 -74.6583 292 1.43865 6 76122.8129999638 5 TRUE 15
"2890" 40.3436 -74.6597 230 0.56295 6 76254.3699998856 5 TRUE 75
"2891" 40.3427 -74.6609 48 1.06335 6 76552.368999958 5 TRUE 15
"2892" 40.3438 -74.6597 4 1.43865 6 76703.9600000381 5 TRUE 30
"2893" 40.3443 -74.6579 116 1.1259 6 76868.6909999847 5 TRUE 0
"2894" 40.344 -74.6595 232 0.56295 6 77122.9749999046 5 TRUE 0
"2895" 40.3428 -74.6609 140 0.56295 6 77497.2000000477 5 TRUE 0
"2896" 40.3433 -74.6597 18 1.251 6 77602.3010001183 5 TRUE 45
"2897" 40.3438 -74.6585 94 0.7506 6 77740.7230000496 5 TRUE 195
"2898" 40.3443 -74.6569 106 1.18845 6 77917.4249999523 5 TRUE 15
"2900" 40.3431 -74.6602 57 0.3753 2 81933.7449998856 5 TRUE 30
"2904" 40.3445 -74.6565 112 0.3753 2 82643.4560000896 5 TRUE 0
"2905" 40.3449 -74.6547 280 0.6255 2 83073.9679999352 5 TRUE 10
"2908" 40.3428 -74.6608 259 1.18845 2 83771.4800000191 5 TRUE 0
"2909" 40.3429 -74.6607 239 1.06335 2 81991.0639998913 5 TRUE 0
"2917" 40.3423 -74.661 189 1.1259 2 82063.4059998989 5 TRUE 0
